"","X1","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Dates","Binary"
"594",594,"Portland Trail Blazers",20,"Wed Nov 30 2016","vs","Indiana Pacers","W",NA,131,109,10,10,"W 1",2016-11-30,1
"595",595,"Portland Trail Blazers",21,"Sat Dec 3 2016","vs","Miami Heat","W",NA,99,92,11,10,"W 2",2016-12-03,1
"596",596,"Portland Trail Blazers",22,"Mon Dec 5 2016","@","Chicago Bulls","W",NA,112,110,12,10,"W 3",2016-12-05,1
"597",597,"Portland Trail Blazers",23,"Wed Dec 7 2016","@","Milwaukee Bucks","L",NA,107,115,12,11,"L 1",2016-12-07,0
"598",598,"Portland Trail Blazers",24,"Thu Dec 8 2016","@","Memphis Grizzlies","L",NA,86,88,12,12,"L 2",2016-12-08,0
"599",599,"Portland Trail Blazers",25,"Sat Dec 10 2016","@","Indiana Pacers","L",NA,111,118,12,13,"L 3",2016-12-10,0
"600",600,"Portland Trail Blazers",26,"Mon Dec 12 2016","@","Los Angeles Clippers","L",NA,120,121,12,14,"L 4",2016-12-12,0
"601",601,"Portland Trail Blazers",27,"Tue Dec 13 2016","vs","Oklahoma City Thunder","W",NA,114,95,13,14,"W 1",2016-12-13,1
"602",602,"Portland Trail Blazers",28,"Thu Dec 15 2016","@","Denver Nuggets","L",NA,120,132,13,15,"L 1",2016-12-15,0
"603",603,"Portland Trail Blazers",29,"Sat Dec 17 2016","@","Golden State Warriors","L",NA,90,135,13,16,"L 2",2016-12-17,0
"604",604,"Portland Trail Blazers",30,"Tue Dec 20 2016","@","Sacramento Kings","L",NA,121,126,13,17,"L 3",2016-12-20,0
"605",605,"Portland Trail Blazers",31,"Wed Dec 21 2016","vs","Dallas Mavericks","L",NA,95,96,13,18,"L 4",2016-12-21,0
"606",606,"Portland Trail Blazers",32,"Fri Dec 23 2016","vs","San Antonio Spurs","L",NA,90,110,13,19,"L 5",2016-12-23,0
"607",607,"Portland Trail Blazers",33,"Mon Dec 26 2016","vs","Toronto Raptors","L",NA,91,95,13,20,"L 6",2016-12-26,0
"608",608,"Portland Trail Blazers",34,"Wed Dec 28 2016","vs","Sacramento Kings","W",NA,102,89,14,20,"W 1",2016-12-28,1
"609",609,"Portland Trail Blazers",35,"Fri Dec 30 2016","@","San Antonio Spurs","L",NA,94,110,14,21,"L 1",2016-12-30,0
"610",610,"Portland Trail Blazers",36,"Sun Jan 1 2017","@","Minnesota Timberwolves","W",NA,95,89,15,21,"W 1",2017-01-01,1
"611",611,"Portland Trail Blazers",37,"Wed Jan 4 2017","@","Golden State Warriors","L",NA,117,125,15,22,"L 1",2017-01-04,0
"612",612,"Portland Trail Blazers",38,"Thu Jan 5 2017","vs","Los Angeles Lakers","W",NA,118,109,16,22,"W 1",2017-01-05,1
"613",613,"Portland Trail Blazers",39,"Sun Jan 8 2017","vs","Detroit Pistons","L","2OT",124,125,16,23,"L 1",2017-01-08,0
"614",614,"Portland Trail Blazers",40,"Tue Jan 10 2017","@","Los Angeles Lakers","W",NA,108,87,17,23,"W 1",2017-01-10,1
"615",615,"Portland Trail Blazers",41,"Wed Jan 11 2017","vs","Cleveland Cavaliers","W",NA,102,86,18,23,"W 2",2017-01-11,1
"616",616,"Portland Trail Blazers",42,"Fri Jan 13 2017","vs","Orlando Magic","L",NA,109,115,18,24,"L 1",2017-01-13,0
"617",617,"Portland Trail Blazers",43,"Mon Jan 16 2017","@","Washington Wizards","L",NA,101,120,18,25,"L 2",2017-01-16,0
"618",618,"Portland Trail Blazers",44,"Wed Jan 18 2017","@","Charlotte Hornets","L",NA,85,107,18,26,"L 3",2017-01-18,0
"619",619,"Portland Trail Blazers",45,"Fri Jan 20 2017","@","Philadelphia 76ers","L",NA,92,93,18,27,"L 4",2017-01-20,0
"620",620,"Portland Trail Blazers",46,"Sat Jan 21 2017","@","Boston Celtics","W","OT",127,123,19,27,"W 1",2017-01-21,1
"621",621,"Portland Trail Blazers",47,"Wed Jan 25 2017","vs","Los Angeles Lakers","W",NA,105,98,20,27,"W 2",2017-01-25,1
"622",622,"Portland Trail Blazers",48,"Fri Jan 27 2017","vs","Memphis Grizzlies","W",NA,112,109,21,27,"W 3",2017-01-27,1
"623",623,"Portland Trail Blazers",49,"Sun Jan 29 2017","vs","Golden State Warriors","L",NA,111,113,21,28,"L 1",2017-01-29,0
"624",624,"Portland Trail Blazers",50,"Tue Jan 31 2017","vs","Charlotte Hornets","W",NA,115,98,22,28,"W 1",2017-01-31,1
"625",625,"Portland Trail Blazers",51,"Fri Feb 3 2017","vs","Dallas Mavericks","L",NA,104,108,22,29,"L 1",2017-02-03,0
"626",626,"Portland Trail Blazers",52,"Sun Feb 5 2017","@","Oklahoma City Thunder","L",NA,99,105,22,30,"L 2",2017-02-05,0
"627",627,"Portland Trail Blazers",53,"Tue Feb 7 2017","@","Dallas Mavericks","W",NA,114,113,23,30,"W 1",2017-02-07,1
"628",628,"Portland Trail Blazers",54,"Thu Feb 9 2017","vs","Boston Celtics","L",NA,111,120,23,31,"L 1",2017-02-09,0
"629",629,"Portland Trail Blazers",55,"Mon Feb 13 2017","vs","Atlanta Hawks","L","OT",104,109,23,32,"L 2",2017-02-13,0
"630",630,"Portland Trail Blazers",56,"Wed Feb 15 2017","@","Utah Jazz","L",NA,88,111,23,33,"L 3",2017-02-15,0
"631",631,"Portland Trail Blazers",57,"Thu Feb 23 2017","@","Orlando Magic","W",NA,112,103,24,33,"W 1",2017-02-23,1
"632",632,"Portland Trail Blazers",58,"Sun Feb 26 2017","@","Toronto Raptors","L",NA,106,112,24,34,"L 1",2017-02-26,0
"633",633,"Portland Trail Blazers",59,"Tue Feb 28 2017","@","Detroit Pistons","L","OT",113,120,24,35,"L 2",2017-02-28,0
"634",634,"Portland Trail Blazers",60,"Thu Mar 2 2017","vs","Oklahoma City Thunder","W",NA,114,109,25,35,"W 1",2017-03-02,1
"635",635,"Portland Trail Blazers",61,"Sat Mar 4 2017","vs","Brooklyn Nets","W",NA,130,116,26,35,"W 2",2017-03-04,1
"636",636,"Portland Trail Blazers",62,"Tue Mar 7 2017","@","Oklahoma City Thunder","W",NA,126,121,27,35,"W 3",2017-03-07,1
"637",637,"Portland Trail Blazers",63,"Thu Mar 9 2017","vs","Philadelphia 76ers","W","OT",114,108,28,35,"W 4",2017-03-09,1
"638",638,"Portland Trail Blazers",64,"Sat Mar 11 2017","vs","Washington Wizards","L","OT",124,125,28,36,"L 1",2017-03-11,0
"639",639,"Portland Trail Blazers",65,"Sun Mar 12 2017","@","Phoenix Suns","W",NA,110,101,29,36,"W 1",2017-03-12,1
"640",640,"Portland Trail Blazers",66,"Tue Mar 14 2017","@","New Orleans Pelicans","L",NA,77,100,29,37,"L 1",2017-03-14,0
"641",641,"Portland Trail Blazers",67,"Wed Mar 15 2017","@","San Antonio Spurs","W",NA,110,106,30,37,"W 1",2017-03-15,1
"642",642,"Portland Trail Blazers",68,"Sat Mar 18 2017","@","Atlanta Hawks","W",NA,113,97,31,37,"W 2",2017-03-18,1
"643",643,"Portland Trail Blazers",69,"Sun Mar 19 2017","@","Miami Heat","W",NA,115,104,32,37,"W 3",2017-03-19,1
"644",644,"Portland Trail Blazers",70,"Tue Mar 21 2017","vs","Milwaukee Bucks","L",NA,90,93,32,38,"L 1",2017-03-21,0
"645",645,"Portland Trail Blazers",71,"Thu Mar 23 2017","vs","New York Knicks","W",NA,110,95,33,38,"W 1",2017-03-23,1
"646",646,"Portland Trail Blazers",72,"Sat Mar 25 2017","vs","Minnesota Timberwolves","W",NA,112,100,34,38,"W 2",2017-03-25,1
"647",647,"Portland Trail Blazers",73,"Sun Mar 26 2017","@","Los Angeles Lakers","W",NA,97,81,35,38,"W 3",2017-03-26,1
"648",648,"Portland Trail Blazers",74,"Tue Mar 28 2017","vs","Denver Nuggets","W",NA,122,113,36,38,"W 4",2017-03-28,1
"649",649,"Portland Trail Blazers",75,"Thu Mar 30 2017","vs","Houston Rockets","W",NA,117,107,37,38,"W 5",2017-03-30,1
"650",650,"Portland Trail Blazers",76,"Sat Apr 1 2017","vs","Phoenix Suns","W",NA,130,117,38,38,"W 6",2017-04-01,1
"651",651,"Portland Trail Blazers",77,"Mon Apr 3 2017","@","Minnesota Timberwolves","L",NA,109,110,38,39,"L 1",2017-04-03,0
"652",652,"Portland Trail Blazers",78,"Tue Apr 4 2017","@","Utah Jazz","L",NA,87,106,38,40,"L 2",2017-04-04,0
"653",653,"Portland Trail Blazers",79,"Thu Apr 6 2017","vs","Minnesota Timberwolves","W",NA,105,98,39,40,"W 1",2017-04-06,1
"654",654,"Portland Trail Blazers",80,"Sat Apr 8 2017","vs","Utah Jazz","W",NA,101,86,40,40,"W 2",2017-04-08,1
"655",655,"Portland Trail Blazers",81,"Mon Apr 10 2017","vs","San Antonio Spurs","W",NA,99,98,41,40,"W 3",2017-04-10,1
"656",656,"Portland Trail Blazers",82,"Wed Apr 12 2017","vs","New Orleans Pelicans","L",NA,100,103,41,41,"L 1",2017-04-12,0
"657",657,"Denver Nuggets",1,"Wed Oct 26 2016","@","New Orleans Pelicans","W",NA,107,102,1,0,"W 1",2016-10-26,1
"658",658,"Denver Nuggets",2,"Sat Oct 29 2016","vs","Portland Trail Blazers","L","OT",113,115,1,1,"L 1",2016-10-29,0
"659",659,"Denver Nuggets",3,"Mon Oct 31 2016","@","Toronto Raptors","L",NA,102,105,1,2,"L 2",2016-10-31,0
"660",660,"Denver Nuggets",4,"Thu Nov 3 2016","@","Minnesota Timberwolves","W",NA,102,99,2,2,"W 1",2016-11-03,1
"661",661,"Denver Nuggets",5,"Sat Nov 5 2016","@","Detroit Pistons","L",NA,86,103,2,3,"L 1",2016-11-05,0
"662",662,"Denver Nuggets",6,"Sun Nov 6 2016","@","Boston Celtics","W",NA,123,107,3,3,"W 1",2016-11-06,1
"663",663,"Denver Nuggets",7,"Tue Nov 8 2016","@","Memphis Grizzlies","L",NA,107,108,3,4,"L 1",2016-11-08,0
"664",664,"Denver Nuggets",8,"Thu Nov 10 2016","vs","Golden State Warriors","L",NA,101,125,3,5,"L 2",2016-11-10,0
"665",665,"Denver Nuggets",9,"Sat Nov 12 2016","vs","Detroit Pistons","L",NA,95,106,3,6,"L 3",2016-11-12,0
"666",666,"Denver Nuggets",10,"Sun Nov 13 2016","@","Portland Trail Blazers","L",NA,105,112,3,7,"L 4",2016-11-13,0
"667",667,"Denver Nuggets",11,"Wed Nov 16 2016","vs","Phoenix Suns","W",NA,120,104,4,7,"W 1",2016-11-16,1
"668",668,"Denver Nuggets",12,"Fri Nov 18 2016","vs","Toronto Raptors","L","OT",111,113,4,8,"L 1",2016-11-18,0
"669",669,"Denver Nuggets",13,"Sun Nov 20 2016","vs","Utah Jazz","W",NA,105,91,5,8,"W 1",2016-11-20,1
"670",670,"Denver Nuggets",14,"Tue Nov 22 2016","vs","Chicago Bulls","W",NA,110,107,6,8,"W 2",2016-11-22,1
"671",671,"Denver Nuggets",15,"Wed Nov 23 2016","@","Utah Jazz","L",NA,83,108,6,9,"L 1",2016-11-23,0
"672",672,"Denver Nuggets",16,"Fri Nov 25 2016","vs","Oklahoma City Thunder","L","OT",129,132,6,10,"L 2",2016-11-25,0
"673",673,"Denver Nuggets",17,"Sun Nov 27 2016","@","Phoenix Suns","W",NA,120,114,7,10,"W 1",2016-11-27,1
"674",674,"Denver Nuggets",18,"Wed Nov 30 2016","vs","Miami Heat","L",NA,98,106,7,11,"L 1",2016-11-30,0
"675",675,"Denver Nuggets",19,"Fri Dec 2 2016","vs","Houston Rockets","L",NA,110,128,7,12,"L 2",2016-12-02,0
"676",676,"Denver Nuggets",20,"Sat Dec 3 2016","@","Utah Jazz","L",NA,98,105,7,13,"L 3",2016-12-03,0
"677",677,"Denver Nuggets",21,"Mon Dec 5 2016","@","Philadelphia 76ers","W",NA,106,98,8,13,"W 1",2016-12-05,1
"678",678,"Denver Nuggets",22,"Wed Dec 7 2016","@","Brooklyn Nets","L",NA,111,116,8,14,"L 1",2016-12-07,0
"679",679,"Denver Nuggets",23,"Thu Dec 8 2016","@","Washington Wizards","L",NA,85,92,8,15,"L 2",2016-12-08,0
"680",680,"Denver Nuggets",24,"Sat Dec 10 2016","@","Orlando Magic","W",NA,121,113,9,15,"W 1",2016-12-10,1
"681",681,"Denver Nuggets",25,"Mon Dec 12 2016","@","Dallas Mavericks","L",NA,92,112,9,16,"L 1",2016-12-12,0
"682",682,"Denver Nuggets",26,"Thu Dec 15 2016","vs","Portland Trail Blazers","W",NA,132,120,10,16,"W 1",2016-12-15,1
"683",683,"Denver Nuggets",27,"Sat Dec 17 2016","vs","New York Knicks","W",NA,127,114,11,16,"W 2",2016-12-17,1
"684",684,"Denver Nuggets",28,"Mon Dec 19 2016","vs","Dallas Mavericks","W",NA,117,107,12,16,"W 3",2016-12-19,1
"685",685,"Denver Nuggets",29,"Tue Dec 20 2016","@","Los Angeles Clippers","L",NA,102,119,12,17,"L 1",2016-12-20,0
"686",686,"Denver Nuggets",30,"Fri Dec 23 2016","vs","Atlanta Hawks","L",NA,108,109,12,18,"L 2",2016-12-23,0
"687",687,"Denver Nuggets",31,"Mon Dec 26 2016","@","Los Angeles Clippers","W",NA,106,102,13,18,"W 1",2016-12-26,1
"688",688,"Denver Nuggets",32,"Wed Dec 28 2016","vs","Minnesota Timberwolves","W",NA,105,103,14,18,"W 2",2016-12-28,1
"689",689,"Denver Nuggets",33,"Fri Dec 30 2016","vs","Philadelphia 76ers","L",NA,122,124,14,19,"L 1",2016-12-30,0
"690",690,"Denver Nuggets",34,"Mon Jan 2 2017","@","Golden State Warriors","L",NA,119,127,14,20,"L 2",2017-01-02,0
"691",691,"Denver Nuggets",35,"Tue Jan 3 2017","vs","Sacramento Kings","L",NA,113,120,14,21,"L 3",2017-01-03,0
"692",692,"Denver Nuggets",36,"Thu Jan 5 2017","vs","San Antonio Spurs","L",NA,99,127,14,22,"L 4",2017-01-05,0
"693",693,"Denver Nuggets",37,"Sat Jan 7 2017","@","Oklahoma City Thunder","L",NA,106,121,14,23,"L 5",2017-01-07,0
"694",694,"Denver Nuggets",38,"Thu Jan 12 2017","vs","Indiana Pacers","W",NA,140,112,15,23,"W 1",2017-01-12,1
"695",695,"Denver Nuggets",39,"Mon Jan 16 2017","vs","Orlando Magic","W",NA,125,112,16,23,"W 2",2017-01-16,1
"696",696,"Denver Nuggets",40,"Tue Jan 17 2017","@","Los Angeles Lakers","W",NA,127,121,17,23,"W 3",2017-01-17,1
"697",697,"Denver Nuggets",41,"Thu Jan 19 2017","@","San Antonio Spurs","L",NA,104,118,17,24,"L 1",2017-01-19,0
"698",698,"Denver Nuggets",42,"Sat Jan 21 2017","vs","Los Angeles Clippers","W",NA,123,98,18,24,"W 1",2017-01-21,1
"699",699,"Denver Nuggets",43,"Sun Jan 22 2017","@","Minnesota Timberwolves","L",NA,108,111,18,25,"L 1",2017-01-22,0
"700",700,"Denver Nuggets",44,"Tue Jan 24 2017","vs","Utah Jazz","W",NA,103,93,19,25,"W 1",2017-01-24,1
"701",701,"Denver Nuggets",45,"Thu Jan 26 2017","vs","Phoenix Suns","W",NA,127,120,20,25,"W 2",2017-01-26,1
"702",702,"Denver Nuggets",46,"Sat Jan 28 2017","@","Phoenix Suns","W",NA,123,112,21,25,"W 3",2017-01-28,1
"703",703,"Denver Nuggets",47,"Tue Jan 31 2017","@","Los Angeles Lakers","L",NA,116,120,21,26,"L 1",2017-01-31,0
"704",704,"Denver Nuggets",48,"Wed Feb 1 2017","vs","Memphis Grizzlies","L",NA,99,119,21,27,"L 2",2017-02-01,0
"705",705,"Denver Nuggets",49,"Fri Feb 3 2017","vs","Milwaukee Bucks","W",NA,121,117,22,27,"W 1",2017-02-03,1
"706",706,"Denver Nuggets",50,"Sat Feb 4 2017","@","San Antonio Spurs","L",NA,97,121,22,28,"L 1",2017-02-04,0
"707",707,"Denver Nuggets",51,"Mon Feb 6 2017","vs","Dallas Mavericks","W",NA,110,87,23,28,"W 1",2017-02-06,1
"708",708,"Denver Nuggets",52,"Wed Feb 8 2017","@","Atlanta Hawks","L",NA,106,117,23,29,"L 1",2017-02-08,0
"709",709,"Denver Nuggets",53,"Fri Feb 10 2017","@","New York Knicks","W",NA,131,123,24,29,"W 1",2017-02-10,1
"710",710,"Denver Nuggets",54,"Sat Feb 11 2017","@","Cleveland Cavaliers","L",NA,109,125,24,30,"L 1",2017-02-11,0
"711",711,"Denver Nuggets",55,"Mon Feb 13 2017","vs","Golden State Warriors","W",NA,132,110,25,30,"W 1",2017-02-13,1
"712",712,"Denver Nuggets",56,"Wed Feb 15 2017","vs","Minnesota Timberwolves","L",NA,99,112,25,31,"L 1",2017-02-15,0
"713",713,"Denver Nuggets",57,"Thu Feb 23 2017","@","Sacramento Kings","L",NA,100,116,25,32,"L 2",2017-02-23,0
"714",714,"Denver Nuggets",58,"Fri Feb 24 2017","vs","Brooklyn Nets","W",NA,129,109,26,32,"W 1",2017-02-24,1
"715",715,"Denver Nuggets",59,"Sun Feb 26 2017","vs","Memphis Grizzlies","L",NA,98,105,26,33,"L 1",2017-02-26,0
"716",716,"Denver Nuggets",60,"Tue Feb 28 2017","@","Chicago Bulls","W",NA,125,107,27,33,"W 1",2017-02-28,1
"717",717,"Denver Nuggets",61,"Wed Mar 1 2017","@","Milwaukee Bucks","W",NA,110,98,28,33,"W 2",2017-03-01,1
"718",718,"Denver Nuggets",62,"Sat Mar 4 2017","vs","Charlotte Hornets","L",NA,102,112,28,34,"L 1",2017-03-04,0
"719",719,"Denver Nuggets",63,"Mon Mar 6 2017","vs","Sacramento Kings","W",NA,108,96,29,34,"W 1",2017-03-06,1
"720",720,"Denver Nuggets",64,"Wed Mar 8 2017","vs","Washington Wizards","L",NA,113,123,29,35,"L 1",2017-03-08,0
"721",721,"Denver Nuggets",65,"Fri Mar 10 2017","vs","Boston Celtics","W",NA,119,99,30,35,"W 1",2017-03-10,1
"722",722,"Denver Nuggets",66,"Sat Mar 11 2017","@","Sacramento Kings","W",NA,105,92,31,35,"W 2",2017-03-11,1
"723",723,"Denver Nuggets",67,"Mon Mar 13 2017","vs","Los Angeles Lakers","W",NA,129,101,32,35,"W 3",2017-03-13,1
"724",724,"Denver Nuggets",68,"Thu Mar 16 2017","vs","Los Angeles Clippers","W",NA,129,114,33,35,"W 4",2017-03-16,1
"725",725,"Denver Nuggets",69,"Sat Mar 18 2017","vs","Houston Rockets","L",NA,105,109,33,36,"L 1",2017-03-18,0
"726",726,"Denver Nuggets",70,"Mon Mar 20 2017","@","Houston Rockets","L",NA,124,125,33,37,"L 2",2017-03-20,0
"727",727,"Denver Nuggets",71,"Wed Mar 22 2017","vs","Cleveland Cavaliers","W",NA,126,113,34,37,"W 1",2017-03-22,1
"728",728,"Denver Nuggets",72,"Fri Mar 24 2017","@","Indiana Pacers","W",NA,125,117,35,37,"W 2",2017-03-24,1
"729",729,"Denver Nuggets",73,"Sun Mar 26 2017","vs","New Orleans Pelicans","L",NA,90,115,35,38,"L 1",2017-03-26,0
"730",730,"Denver Nuggets",74,"Tue Mar 28 2017","@","Portland Trail Blazers","L",NA,113,122,35,39,"L 2",2017-03-28,0
"731",731,"Denver Nuggets",75,"Fri Mar 31 2017","@","Charlotte Hornets","L",NA,114,122,35,40,"L 3",2017-03-31,0
"732",732,"Denver Nuggets",76,"Sun Apr 2 2017","@","Miami Heat","W",NA,116,113,36,40,"W 1",2017-04-02,1
"733",733,"Denver Nuggets",77,"Tue Apr 4 2017","@","New Orleans Pelicans","W",NA,134,131,37,40,"W 2",2017-04-04,1
"734",734,"Denver Nuggets",78,"Wed Apr 5 2017","@","Houston Rockets","L",NA,104,110,37,41,"L 1",2017-04-05,0
"735",735,"Denver Nuggets",79,"Fri Apr 7 2017","vs","New Orleans Pelicans","W",NA,122,106,38,41,"W 1",2017-04-07,1
"736",736,"Denver Nuggets",80,"Sun Apr 9 2017","vs","Oklahoma City Thunder","L",NA,105,106,38,42,"L 1",2017-04-09,0
"737",737,"Denver Nuggets",81,"Tue Apr 11 2017","@","Dallas Mavericks","W",NA,109,91,39,42,"W 1",2017-04-11,1
"738",738,"Denver Nuggets",82,"Wed Apr 12 2017","@","Oklahoma City Thunder","W",NA,111,105,40,42,"W 2",2017-04-12,1
"739",739,"New Orleans Pelicans",1,"Wed Oct 26 2016","vs","Denver Nuggets","L",NA,102,107,0,1,"L 1",2016-10-26,0
"740",740,"New Orleans Pelicans",2,"Fri Oct 28 2016","vs","Golden State Warriors","L",NA,114,122,0,2,"L 2",2016-10-28,0
"741",741,"New Orleans Pelicans",3,"Sat Oct 29 2016","@","San Antonio Spurs","L",NA,79,98,0,3,"L 3",2016-10-29,0
"742",742,"New Orleans Pelicans",4,"Tue Nov 1 2016","vs","Milwaukee Bucks","L",NA,113,117,0,4,"L 4",2016-11-01,0
"743",743,"New Orleans Pelicans",5,"Wed Nov 2 2016","@","Memphis Grizzlies","L","OT",83,89,0,5,"L 5",2016-11-02,0
"744",744,"New Orleans Pelicans",6,"Fri Nov 4 2016","vs","Phoenix Suns","L","OT",111,112,0,6,"L 6",2016-11-04,0
"745",745,"New Orleans Pelicans",7,"Mon Nov 7 2016","@","Golden State Warriors","L",NA,106,116,0,7,"L 7",2016-11-07,0
"746",746,"New Orleans Pelicans",8,"Tue Nov 8 2016","@","Sacramento Kings","L",NA,94,102,0,8,"L 8",2016-11-08,0
"747",747,"New Orleans Pelicans",9,"Thu Nov 10 2016","@","Milwaukee Bucks","W",NA,112,106,1,8,"W 1",2016-11-10,1
"748",748,"New Orleans Pelicans",10,"Sat Nov 12 2016","vs","Los Angeles Lakers","L",NA,99,126,1,9,"L 1",2016-11-12,0
"749",749,"New Orleans Pelicans",11,"Mon Nov 14 2016","vs","Boston Celtics","W",NA,106,105,2,9,"W 1",2016-11-14,1
"750",750,"New Orleans Pelicans",12,"Wed Nov 16 2016","@","Orlando Magic","L",NA,82,89,2,10,"L 1",2016-11-16,0
"751",751,"New Orleans Pelicans",13,"Fri Nov 18 2016","vs","Portland Trail Blazers","W",NA,113,101,3,10,"W 1",2016-11-18,1
"752",752,"New Orleans Pelicans",14,"Sat Nov 19 2016","vs","Charlotte Hornets","W","OT",121,116,4,10,"W 2",2016-11-19,1
"753",753,"New Orleans Pelicans",15,"Tue Nov 22 2016","@","Atlanta Hawks","W",NA,112,94,5,10,"W 3",2016-11-22,1
"754",754,"New Orleans Pelicans",16,"Wed Nov 23 2016","vs","Minnesota Timberwolves","W",NA,117,96,6,10,"W 4",2016-11-23,1
"755",755,"New Orleans Pelicans",17,"Fri Nov 25 2016","@","Portland Trail Blazers","L",NA,104,119,6,11,"L 1",2016-11-25,0
"756",756,"New Orleans Pelicans",18,"Sun Nov 27 2016","@","Dallas Mavericks","L",NA,81,91,6,12,"L 2",2016-11-27,0
"757",757,"New Orleans Pelicans",19,"Tue Nov 29 2016","vs","Los Angeles Lakers","W",NA,105,88,7,12,"W 1",2016-11-29,1
"758",758,"New Orleans Pelicans",20,"Fri Dec 2 2016","vs","Los Angeles Clippers","L",NA,96,114,7,13,"L 1",2016-12-02,0
"759",759,"New Orleans Pelicans",21,"Sun Dec 4 2016","@","Oklahoma City Thunder","L",NA,92,101,7,14,"L 2",2016-12-04,0
"760",760,"New Orleans Pelicans",22,"Mon Dec 5 2016","vs","Memphis Grizzlies","L","2OT",108,110,7,15,"L 3",2016-12-05,0
"761",761,"New Orleans Pelicans",23,"Thu Dec 8 2016","vs","Philadelphia 76ers","L",NA,88,99,7,16,"L 4",2016-12-08,0
"762",762,"New Orleans Pelicans",24,"Sat Dec 10 2016","@","Los Angeles Clippers","L",NA,105,133,7,17,"L 5",2016-12-10,0
"763",763,"New Orleans Pelicans",25,"Sun Dec 11 2016","@","Phoenix Suns","W","OT",120,119,8,17,"W 1",2016-12-11,1
"764",764,"New Orleans Pelicans",26,"Tue Dec 13 2016","vs","Golden State Warriors","L",NA,109,113,8,18,"L 1",2016-12-13,0
"765",765,"New Orleans Pelicans",27,"Thu Dec 15 2016","vs","Indiana Pacers","W",NA,102,95,9,18,"W 1",2016-12-15,1
"766",766,"New Orleans Pelicans",28,"Fri Dec 16 2016","@","Houston Rockets","L",NA,100,122,9,19,"L 1",2016-12-16,0
"767",767,"New Orleans Pelicans",29,"Sun Dec 18 2016","@","San Antonio Spurs","L",NA,100,113,9,20,"L 2",2016-12-18,0
"768",768,"New Orleans Pelicans",30,"Tue Dec 20 2016","@","Philadelphia 76ers","W",NA,108,93,10,20,"W 1",2016-12-20,1
"769",769,"New Orleans Pelicans",31,"Wed Dec 21 2016","vs","Oklahoma City Thunder","L",NA,110,121,10,21,"L 1",2016-12-21,0
"770",770,"New Orleans Pelicans",32,"Fri Dec 23 2016","vs","Miami Heat","W",NA,91,87,11,21,"W 1",2016-12-23,1
"771",771,"New Orleans Pelicans",33,"Mon Dec 26 2016","vs","Dallas Mavericks","W",NA,111,104,12,21,"W 2",2016-12-26,1
"772",772,"New Orleans Pelicans",34,"Wed Dec 28 2016","vs","Los Angeles Clippers","W",NA,102,98,13,21,"W 3",2016-12-28,1
"773",773,"New Orleans Pelicans",35,"Fri Dec 30 2016","vs","New York Knicks","W",NA,104,92,14,21,"W 4",2016-12-30,1
"774",774,"New Orleans Pelicans",36,"Mon Jan 2 2017","@","Cleveland Cavaliers","L",NA,82,90,14,22,"L 1",2017-01-02,0
"775",775,"New Orleans Pelicans",37,"Thu Jan 5 2017","vs","Atlanta Hawks","L",NA,94,99,14,23,"L 2",2017-01-05,0
"776",776,"New Orleans Pelicans",38,"Sat Jan 7 2017","@","Boston Celtics","L",NA,108,117,14,24,"L 3",2017-01-07,0
"777",777,"New Orleans Pelicans",39,"Mon Jan 9 2017","@","New York Knicks","W",NA,110,96,15,24,"W 1",2017-01-09,1
"778",778,"New Orleans Pelicans",40,"Thu Jan 12 2017","@","Brooklyn Nets","W",NA,104,95,16,24,"W 2",2017-01-12,1
"779",779,"New Orleans Pelicans",41,"Sat Jan 14 2017","@","Chicago Bulls","L",NA,99,107,16,25,"L 1",2017-01-14,0
"780",780,"New Orleans Pelicans",42,"Mon Jan 16 2017","@","Indiana Pacers","L",NA,95,98,16,26,"L 2",2017-01-16,0
"781",781,"New Orleans Pelicans",43,"Wed Jan 18 2017","vs","Orlando Magic","W",NA,118,98,17,26,"W 1",2017-01-18,1
"782",782,"New Orleans Pelicans",44,"Fri Jan 20 2017","vs","Brooklyn Nets","L",NA,114,143,17,27,"L 1",2017-01-20,0
"783",783,"New Orleans Pelicans",45,"Mon Jan 23 2017","vs","Cleveland Cavaliers","W",NA,124,122,18,27,"W 1",2017-01-23,1
"784",784,"New Orleans Pelicans",46,"Wed Jan 25 2017","vs","Oklahoma City Thunder","L",NA,105,114,18,28,"L 1",2017-01-25,0
"785",785,"New Orleans Pelicans",47,"Fri Jan 27 2017","vs","San Antonio Spurs","W",NA,119,103,19,28,"W 1",2017-01-27,1
"786",786,"New Orleans Pelicans",48,"Sun Jan 29 2017","vs","Washington Wizards","L",NA,94,107,19,29,"L 1",2017-01-29,0
"787",787,"New Orleans Pelicans",49,"Tue Jan 31 2017","@","Toronto Raptors","L","OT",106,108,19,30,"L 2",2017-01-31,0
"788",788,"New Orleans Pelicans",50,"Wed Feb 1 2017","@","Detroit Pistons","L",NA,98,118,19,31,"L 3",2017-02-01,0
"789",789,"New Orleans Pelicans",51,"Sat Feb 4 2017","@","Washington Wizards","L",NA,91,105,19,32,"L 4",2017-02-04,0
"790",790,"New Orleans Pelicans",52,"Mon Feb 6 2017","vs","Phoenix Suns","W",NA,111,106,20,32,"W 1",2017-02-06,1
